item_type,song_name,song_duration_ms,artists,album_name,release_date,song_preview_url,song_url,popularity,genre
track,Tongue Tied,218013,GROUPLOVE,Never Trust a Happy Song,2011,https://p.scdn.co/mp3-preview/6082516f3c05520cc2cf8cecd17e4ce8667c459e?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/0GO8y8jQk1PkHzS31d699N,78,rock
track,On Melancholy Hill,233866,Gorillaz,Plastic Beach,2010,https://p.scdn.co/mp3-preview/75a403bfee0fea05ed437b8e84ce4e8cbb8d5b62?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/0q6LuUqGLUiCPP1cbdwFs3,77,rock
track,Are You Gonna Be My Girl,213800,Jet,Get Born,2003,https://p.scdn.co/mp3-preview/a706f49778aad73ad12cac1cc26a5a54c8240bbd?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/305WCRhhS10XUcH6AEwZk6,77,rock
track,Boulevard of Broken Dreams,262333,Green Day,Greatest Hits: God's Favorite Band,2017,https://p.scdn.co/mp3-preview/258775e7324ab09be650b91d322d22948ed9df1a?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/5GorCbAP4aL0EJ16frG2hd,77,rock
track,"Dance, Dance",180266,Fall Out Boy,From Under The Cork Tree,2005,,https://open.spotify.com/track/0a7BloCiNzLDD9qSQHh5m7,77,rock
track,Feel It Still,163253,Portugal. The Man,Woodstock,2017,https://p.scdn.co/mp3-preview/47e41f47a7627e34bf34d039b32b9774b9b88768?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK,77,rock
track,Kids,302840,MGMT,Oracular Spectacular,2007,https://p.scdn.co/mp3-preview/efb065069d22384206b0fc703c6f99734d33411d?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/1jJci4qxiYcOHhQR247rEU,77,rock
track,Rollin' (Air Raid Vehicle),213760,Limp Bizkit,Chocolate Starfish And The Hot Dog Flavored Water,2000,,https://open.spotify.com/track/3IV4swNduIRunHREK80owz,77,rock
track,Supermassive Black Hole,212439,Muse,Black Holes and Revelations,2006,https://p.scdn.co/mp3-preview/f4fe399267e6093182d576a6c84c0e081c81ff90?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/3lPr8ghNDBLc2uZovNyLs9,77,rock
track,Welcome to the Black Parade,311106,My Chemical Romance,The Black Parade,2006,https://p.scdn.co/mp3-preview/1434f7350357c1d6a7eb7f5a84dd6d198a252ed1?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/5wQnmLuC1W7ATsArWACrgW,77,rock
track,When You Were Young,220426,The Killers,Sam's Town,2006,,https://open.spotify.com/track/70wYA8oYHoMzhRRkARoMhU,77,rock
track,White Ferrari,248807,Frank Ocean,Blonde,2016,https://p.scdn.co/mp3-preview/bff77236970b7f90cdfc274b18b55ce7bf584bcc?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/2LMkwUfqC6S6s6qDVlEuzV,77,rock
track,you should see me in a crown,180952,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019,,https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d,77,rock
track,Paper Planes,205200,M.I.A.,Kala,2007,https://p.scdn.co/mp3-preview/f529bb84b6516a1d240082c386f5cfe3178cd501?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/1ixbwbeBi5ufN4noUKmW5a,77,rock
track,Let It Happen,467586,Tame Impala,Currents,2015,,https://open.spotify.com/track/2X485T9Z5Ly0xyaghN73ed,76,rock
track,BURN IT DOWN,230253,Linkin Park,LIVING THINGS,2012,https://p.scdn.co/mp3-preview/db2e04088575f248a4f0baf09b9165f18dd31ebb?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/7oVEtyuv9NBmnytsCIsY5I,76,rock
track,Best Friend,262231,Rex Orange County,Best Friend,2017,https://p.scdn.co/mp3-preview/1b45899b060b09fb16d8a56ca1d22a684b9129de?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/3rPtS4nfpy7PsARctAWpzd,76,rock
track,"Dear Maria, Count Me In",182826,All Time Low,"So Wrong, It's Right",2007,https://p.scdn.co/mp3-preview/75afe1f2f10936869652f72a5222823fa1d6999e?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/0JJP0IS4w0fJx01EcrfkDe,76,rock
track,Electric Feel,229640,MGMT,Oracular Spectacular,2007,https://p.scdn.co/mp3-preview/b288d1b3245bfa82243267c77fe152dbd696f3c8?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/3FtYbEfBqAlGO46NUDQSAt,76,rock
track,Hayloft,181680,Mother Mother,O My Heart,2008,https://p.scdn.co/mp3-preview/276dcf7cf9fd7af8cfbdc56315589897f164754d?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/2kS6td1yvmpNgZTt1q5pQq,76,rock
track,Motion Sickness,229760,Phoebe Bridgers,Stranger in the Alps,2017,https://p.scdn.co/mp3-preview/24014ce72466a645baf03cee71fb065bfffef740?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/5xo8RrjJ9CVNrtRg2S3B1R,76,rock
track,Experience,315426,"Daniel Hope, I Virtuosi Italiani, Ludovico Einaudi",In A Time Lapse,2013,,https://open.spotify.com/track/1BncfTJAWxrsxyT9culBrj,78,classical
track,"Comptine d'un autre été, l'après-midi",140733,Yann Tiersen,Le Fabuleux destin d'Amélie Poulain (Bande originale du film),2001,https://p.scdn.co/mp3-preview/df24e196f6607178532177beefb9acf8b73fa68b?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/14rZjW3RioG7WesZhYESso,73,classical
track,Nuvole Bianche,357706,Ludovico Einaudi,Una Mattina,2004,,https://open.spotify.com/track/3weNRklVDqb4Rr5MhKBR3D,72,classical
track,"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",174266,"Camille Saint-Saëns, Kathryn Stott, Yo-Yo Ma",Songs from the Arc of Life,2015,https://p.scdn.co/mp3-preview/1b3cb310d4e62e0c5a727500891a931866492103?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/0jOnZhF75V68VsBObWx2XO,71,classical
track,"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",315426,"Ludwig van Beethoven, Paul Lewis","Beethoven: Piano Sonatas, Vol.3",2007,https://p.scdn.co/mp3-preview/4423bbe58e0471b17db02036ac93f9e1696dc663?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/3DNRdudZ2SstnDCVKFdXxG,70,classical
track,"Suite bergamasque, L. 75: III. Clair de lune",294960,"Alice Sara Ott, Claude Debussy","Debussy: Suite bergamasque, L. 75, 3. Clair de lune",2018,,https://open.spotify.com/track/1cmigB9I6IRpFqjIbzvSQB,68,classical
track,saman,131923,Ólafur Arnalds,re:member,2018,,https://open.spotify.com/track/5RqKo9P4DLA0bVyY70cWkr,67,classical
track,On the Nature of Daylight,371746,"Chris Worsey, John Metcalfe, Louisa Fuller, Max Richter, Natalia Bonner, Philip Sheppard",The Blue Notebooks (15 Years),2018,,https://open.spotify.com/track/56oReVXIfUO9xkX7pHmEU0,67,classical
track,"Handel / Orch. Hale: Keyboard Suite No. 4 in D Minor, HWV 437: III. Sarabande",207266,"Academy of St. Martin in the Fields, Alexander Briger, George Frideric Handel",Handel Sarabande,2002,https://p.scdn.co/mp3-preview/ffdf09225ab7d6a8cf2967b12f8f99b640bce365?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/1upQiytDIEZfl9ItruoXuC,67,classical
track,"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.",259493,"Frédéric Chopin, Mikhail Pletnev","Chopin: Piano Sonata No. 2, Nocturnes, Barcarolle & Scherzo",2000,https://p.scdn.co/mp3-preview/e6c85252b818afd6bb03fe316cbac3716665df82?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/2MSgFefjK0T7Iwjvr3OKqV,67,classical
track,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",151480,"Johann Sebastian Bach, Yo-Yo Ma",Bach: Unaccompanied Cello Suites (Remastered),1983,https://p.scdn.co/mp3-preview/735016777935a2a13c20b82e3799000d240f434c?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/61dYvvfIRtIDFuqZypPAta,66,classical
track,"Dolly Suite, Op. 56: I. Berceuse",176518,"Gabriel Fauré, Katia Labèque, Marielle Labèque",Fauré: Dolly Suite; Nocturnes; Barcarolles; Impromptus,2015,,https://open.spotify.com/track/3NbAsIxDL0fVgNuCLD152P,65,classical
track,"Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""",212066,"Igor Levit, Ludwig van Beethoven","Für Elise, Bagatelle No. 25 in A Minor, WoO 59",2015,https://p.scdn.co/mp3-preview/8602651c0c75b98e27d50337835abe5cd9f95b86?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/3zLTPuucd3e6TxZnu2dlVS,65,classical
track,Wind Song,198649,Ludovico Einaudi,Underwater,2022,,https://open.spotify.com/track/48i1p3R9l9f7zjcHPJysZZ,65,classical
track,Gnossienne No. 1,296480,"Alena Cherny, Erik Satie",Gnossienne No. 1,2013,https://p.scdn.co/mp3-preview/4b1ebb0bda01aaaa442629818a2cd22e3f53f9a7?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/5fdp9rXfEixCGLM1Og4EN1,65,classical
track,"Suite No. 3 in D Major, BWV 1068: II. Air",363253,"Berliner Philharmoniker, David Bell, Herbert von Karajan, Johann Sebastian Bach",Born in the 1600s: Bach,2020,,https://open.spotify.com/track/0DqFXzLtKkj9JO421NJpl1,65,classical
track,"Serenade for Strings in E Major, Op. 22, B. 52: II. Tempo di valse",432533,"Antonín Dvořák, Petr Skvor, Prague Chamber Orchestra","Dvořák: Serenade for Strings, Czech Suite",1991,https://p.scdn.co/mp3-preview/bec0df08fe3c5c9621af91331b984f3ddb2fd9ee?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/3sAYxq1986j3ydqLv6jwUJ,64,classical
track,"Kinderszenen, Op. 15: Träumerei (Arr. Lewin for Guitar)",215800,"Miloš Karadaglić, Robert Schumann","Schumann: Kinderszenen, Op. 15: Träumerei (Arr. Lewin for Guitar)",2021,,https://open.spotify.com/track/2Imxyb3LiuXsDFo7Gq5YDs,64,classical
track,"Kinderszenen, Op. 15: No. 7 in F Major, Träumerei",186840,"Ivan Moravec, Robert Schumann","Piano Recital: Bach, Mozart, and Schumann",1989,https://p.scdn.co/mp3-preview/56b40c6dfd4228d3239d87532e90dc9f80e6d0d6?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/18QVbIw5S0MJHGWF2qLX75,64,classical
track,Experience - Solo Piano,307202,Ludovico Einaudi,Experience (Solo Piano),2023,,https://open.spotify.com/track/5U87k9mIyu2sGQppcqV4Dw,63,classical
track,Ave María (Arr. Víkingur Ólafsson) - Upright Piano,216213,"Sigvaldi Kaldalóns, Víkingur Ólafsson",Kaldalóns: Ave María (Arr. Víkingur Ólafsson),2022,,https://open.spotify.com/track/6MzbO6YS0M6tjwT93hjAl0,63,classical
track,Carnival of the Animals: The Swan,150146,"Camille Saint-Saëns, Isata Kanneh-Mason, Jeneba Kanneh-Mason, Sheku Kanneh-Mason",Saint-Saëns: Carnival of the Animals: The Swan,2020,,https://open.spotify.com/track/3U8Fx7zNTQrctytkj6Gqgd,63,classical
track,Luminous,283280,Ludovico Einaudi,Luminous,2021,,https://open.spotify.com/track/5RWA30VaTsYkFrkzxKL3aK,63,classical
track,"The Well-Tempered Clavier, Book 1, BWV 846-869 / Prelude & Fugue in C Major, BWV 846: I. Prelude",139306,"Johann Sebastian Bach, Lang Lang",Piano Book (Deluxe Edition),2019,,https://open.spotify.com/track/4SFBV7SRNG2e2kyL1F6kjU,63,classical
track,"Rêverie, L. 68: Rêverie",257000,"Claude Debussy, Jean-Yves Thibaudet",Debussy Piano Edition,2012,,https://open.spotify.com/track/43bSKCMWHIuBsUVmQcDX1J,63,classical
track,"Sechs Klavierstücke, Op. 118: II. Intermezzo in A Major",378733,"Arcadi Volodos, Johannes Brahms",Volodos Plays Brahms,2017,https://p.scdn.co/mp3-preview/83e86903458eda0bd082214175d2bb75ceffdc64?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/1Oo7XEqkrwifJn17aA0ocF,63,classical
track,"Nocturne No. 1 In B Flat Minor, Op. 9 No. 1",286986,"Frédéric Chopin, Maurizio Pollini",Chopin: Nocturnes,2005,,https://open.spotify.com/track/2d6ml9Qkx8r4EjuUyrdpRV,63,classical
track,"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio",442000,"Carlos Kleiber, Ludwig van Beethoven, Wiener Philharmoniker",Originals Beethoven Box,1995,,https://open.spotify.com/track/2ygeBLTP9uu3OW3VTulD8N,62,classical
track,"Liebestraum No. 3 in A-Flat Major, S. 541 / 3",293146,"Franz Liszt, Lang Lang",Liszt - My Piano Hero,2011,https://p.scdn.co/mp3-preview/a3f2cb8e5bc8f64631d7087fc779e1d7ec3515ae?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/2u9VGZmVz7Rm01SfDgzcfA,62,classical
track,Notturno for Strings and Harp,192419,"Arnold Schoenberg, Daniel Hope, Jane Berthe, Zürcher Kammerorchester",Schoenberg: Notturno for Strings and Harp,2020,,https://open.spotify.com/track/7nGA1sRfLDWXYb3VPstnZf,61,classical
track,"21 Hungarian Dances, WoO 1: Hungarian Dance No. 5 in G Minor. Allegro (Orch. Schmeling)",138706,"Claudio Abbado, Johannes Brahms, Wiener Philharmoniker",Brahms: 21 Hungarian Dances,1984,,https://open.spotify.com/track/2oLjhx7w8Hyd3gry9cCXr7,61,classical
track,"6 Consolations, S. 172: No. 3 in D-Flat Major (Lento, placido)",254000,"Daniel Barenboim, Franz Liszt",Liszt: Dreams of Love; Consolations; Sonnets of Petrarca; Rigoletto Paraphrase,1992,,https://open.spotify.com/track/1L4NadMj3Jj7YgGaikyhfr,61,classical
track,"An der schönen blauen Donau, Op. 314",707173,"Berliner Philharmoniker, Herbert von Karajan, Johann Strauss II","Strauss, J.: An der schönen blauen Donau (The Blue Danube)",1982,,https://open.spotify.com/track/4J0e4gEqaLQlG5EM0wws1K,61,classical
track,"Piano Concerto No. 2 in C Minor, Op. 18: 2. Adagio sostenuto",644272,"London Symphony Orchestra, Michael Francis, Sergei Rachmaninoff, Valentina Lisitsa",Rachmaninov: Piano Concerto No.2,2012,,https://open.spotify.com/track/4rrrn8OLrttq7r9RgNXalU,61,classical
track,"Ravel: Pavane pour une infante défunte, M. 19",346586,"Bertrand Chamayou, Maurice Ravel",Ravel: Complete Works for Solo Piano,2016,https://p.scdn.co/mp3-preview/759005c6c03aa4ebaec877f61df7f36d011cdfb3?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/3MRQn2RYo2VLYMoStnLRxu,61,classical
track,"The Four Seasons - Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": I. Allegro non molto",204146,"Academy of St. Martin in the Fields, Antonio Vivaldi, Joshua Bell",Vivaldi: The Four Seasons,2008,https://p.scdn.co/mp3-preview/ebd38994e559d85e630167323f127b4e80471db9?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/64ZxBE1ZgK4C0lGljXzDcG,61,classical
track,"Dawn - From ""Pride & Prejudice"" Soundtrack",158600,"Dario Marianelli, Jean-Yves Thibaudet",Pride and Prejudice - OST,2005,,https://open.spotify.com/track/2k2MprlqkmDMKKOOWGREzW,61,classical
track,We Contain Multitudes — piano reworks,264052,"Yiruma, Ólafur Arnalds",We Contain Multitudes — piano reworks,2022,,https://open.spotify.com/track/1rpF77jsLBMG2QjCuhe0Sr,60,classical
track,"Turandot, SC 91, Act III: Nessun dorma!",177333,"Giacomo Puccini, John Alldis Choir, London Philharmonic Orchestra, Luciano Pavarotti, Wandsworth School Boys Choir, Zubin Mehta",Puccini: Turandot - Highlights,1973,,https://open.spotify.com/track/74WjYdm3Lvbwnds4thYPUU,60,classical
track,"Six Pieces, Op. 51, TH 143: VI. Valse sentimentale. Tempo di Valse",141706,"Daniel Lozakovich, Pyotr Ilyich Tchaikovsky, Stanislav Soloviev",None but the Lonely Heart,2019,,https://open.spotify.com/track/1BbQIyPnuhVIlJEqPcY3Ug,60,classical
track,Music For Growing Flowers - Pt. 8,73678,Erland Cooper,Music For Growing Flowers,2022,,https://open.spotify.com/track/0fqveSCZR2TqGAtEid72Ua,60,classical
track,"Fantasia in D Minor, K. 397",316653,"Alfred Brendel, Wolfgang Amadeus Mozart","Mozart: Piano Sonatas K.310, K.311 & K.533/494",2003,,https://open.spotify.com/track/7IHEJdJhju1F2rhIiwgawx,60,classical
track,Eternity And A Day: 2. By The Sea,107000,Eleni Karaindrou,Eternity And A Day,1998,,https://open.spotify.com/track/595G0No6FI82sWWsbsQEoX,59,classical
track,"Nocturne No. 19 in E Minor, Op. 72, No. 1",241986,"Benjamin Grosvenor, Frédéric Chopin","Benjamin Grosvenor: Chopin, Liszt, Ravel",2011,,https://open.spotify.com/track/64LTn5fTsPR0QLy7bVYl9w,59,classical
track,An Idea,158520,"Leo Brouwer, Zsófia Boros",En Otra Parte,2013,,https://open.spotify.com/track/1PINN6x0Riouab3wPSglpp,59,classical
track,Mahler: Symphony No. 5 in C-Sharp Minor: IV. Adagietto. Sehr langsam,583293,"Chicago Symphony Orchestra, Daniel Barenboim, Gustav Mahler",Mahler : Symphony No.5,1998,https://p.scdn.co/mp3-preview/32b5439e787a2b770e8bc5941abd47663707d32b?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/0cqcRqZgkNHanWQ8slYA0v,59,classical
track,"Recomposed By Max Richter: Vivaldi, The Four Seasons: Spring 1 - 2012",151506,"Andre de Ridder, Daniel Hope, Konzerthaus Kammerorchester Berlin, Max Richter","Recomposed By Max Richter: Vivaldi, The Four Seasons",2014,,https://open.spotify.com/track/4gmhjAsvL6c7se2PBh7dHw,59,classical
track,Temple White,264844,Ludovico Einaudi,Underwater,2022,,https://open.spotify.com/track/7elLKWtTEMCbOmYZ37ci9r,59,classical
track,Sunset Bird,191000,Yiruma,Sunset Bird,2020,,https://open.spotify.com/track/1jcQ040aWKeiUGJ2IcnFtV,59,classical
track,"Symphony No. 25 in G Minor, K. 183: I. Allegro con brio",460026,"Academy of St. Martin in the Fields, Sir Neville Marriner, Wolfgang Amadeus Mozart",Amadeus,2000,,https://open.spotify.com/track/64ta7ZvTJeThz7Ns4LmAHS,59,classical
track,"Serenade in B-Flat Major, K. 361 ""Gran Partita"": III. Adagio",330000,"Orpheus Chamber Orchestra, Wolfgang Amadeus Mozart","Mozart, W.A.: The Wind Concertos / Serenades / Divertimenti",2001,,https://open.spotify.com/track/0XkcuWNLacWDwEDmvq4CCy,59,classical
track,Scheherazade: The Tale of the Kalendar Prince,200360,"Lars Hjalmar Joakim, Nikolai Rimsky-Korsakov",Rimsky-Korsakov: Scheherezade,1999,https://p.scdn.co/mp3-preview/1f342f2479f0fe6ae2c084540d1b9e5a6ae76348?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/04eShjKTWijeJJqGnhxpYK,58,classical
track,"Prokofiev: Romeo and Juliet, Op. 64, Act 1, Scene 2: Dance of the Knights",341693,"André Previn, London Symphony Orchestra, Sergei Prokofiev",Prokofiev: Romeo and Juliet,1973,https://p.scdn.co/mp3-preview/1898d691b0162e775513a9ca0ac1a8a55d487702?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/7HSs4srn1qnZhh7WRWBVOk,58,classical
track,"Piano Sonata No. 12 in F Major, K. 332: II. Adagio",284000,"Maria João Pires, Wolfgang Amadeus Mozart","Mozart: Piano Sonatas K.309, K.332 & K.570",1991,,https://open.spotify.com/track/0ftAOThcYwpSDapJhDOy7o,58,classical
track,Pachelbel: Canon and Gigue for Three Violins and Continuo in D Major: Canon,301586,"Academy of St. Martin in the Fields, Johann Pachelbel, Sir Neville Marriner",Mozart: Eine Kleine Nachtmusik etc.,1986,https://p.scdn.co/mp3-preview/ba4f8b563b67eda34436d6b9f2c1d0ecbee5123b?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/1Mse9NKBbEASi50CQ4aYhr,58,classical
track,"Danse Macabre, Op. 40, R.171",442693,"Andrew Wan, Camille Saint-Saëns, Kent Nagano, Orchestre Symphonique de Montréal",Danse Macabre - Classical Halloween Music,2021,,https://open.spotify.com/track/5OenUWwcUBDltPyN1Hh40D,58,classical
track,Barber: Adagio for Strings,537426,"Berliner Philharmoniker, Samuel Barber, Sir Simon Rattle",Samuel Barber - Adagio,2010,https://p.scdn.co/mp3-preview/d7647b9586e5fba1acb051c0b53e538cd6319431?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/1CSaCKPIp2yCIDL3t7Fyau,58,classical
track,"Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""",203655,"Lang Lang, Ludwig van Beethoven","Beethoven: Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""",2019,,https://open.spotify.com/track/0H2VhGUC3P3hvwz8rdGIpC,57,classical
track,3 Gymnopédies: No. 1 Lent et douloureux,219760,"Erik Satie, Jean-Yves Thibaudet",Satie: The Magic of Satie,2002,,https://open.spotify.com/track/7kTVe6XhIveidvkt8nb7jK,57,classical
track,A Sparrow Alighted upon our Shoulder,147093,"Air Lyndhurst String Orchestra, Anthony Weeden, Jóhann Jóhannsson",Orphée,2016,,https://open.spotify.com/track/1G2mAZQL8xfy9wRqC6fY6K,57,classical
track,"Variations on a Rococo Theme, Op. 33, TH 57: Var: VI. Andante",156573,"BBC Symphony Orchestra, Jean-Guihen Queyras, Jiří Bělohlávek, Pyotr Ilyich Tchaikovsky",Elgar: Cello Concerto / Tchaikovsky: Rococo Variations / Dvořák: Silent Woods; Rondo,2013,https://p.scdn.co/mp3-preview/8acd4089947e7be14558bfcc81334c2c7eb45048?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/123zFAGx0F5ScgrLrCWGDX,57,classical
track,Beving: Ala,120741,Joep Beving,Ala,2019,,https://open.spotify.com/track/0vzSIBAqnN1HzvWrPbh6VF,57,classical
track,Rodrigo: Concierto de Aranjuez: II. Adagio,640266,"Ben Glassberg, Joaquín Rodrigo, Orchestre National Du Capitole De Toulouse, Thibaut García",Aranjuez,2020,https://p.scdn.co/mp3-preview/78c7e3817064b3e84792adedd8bcd64a461b5aff?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/0k6P9cdEA9K3k0ASde2Kof,57,classical
track,"Violin Concerto No. 1 in A minor, BWV 1041: I. (Allegro moderato)",235946,"Chamber Orchestra of the Bavarian Radio, Daniel Lozakovich, Johann Sebastian Bach, Olga Watts, Radoslaw Szulc",J.S. Bach: Violin Concertos Nos. 1 & 2; Partita No. 2,2018,,https://open.spotify.com/track/28XMNc5If5BmJWYDU42gkw,57,classical
track,"12 Songs, Op. 21: V. Lilacs (Transcr. Rachmaninoff for Solo Piano)",181693,"Sergei Babayan, Sergei Rachmaninoff",Rachmaninoff: Préludes; Études-Tableaux; Moments musicaux,2020,,https://open.spotify.com/track/4ObQ0m7VUtrgdEwpFeCKua,56,classical
track,"Feed the Birds - From ""Mary Poppins""",261308,Lang Lang,"Feed the Birds (From ""Mary Poppins"")",2022,,https://open.spotify.com/track/2vz6Zep5xyCIAZgIroYL1X,56,classical
track,LOST,155805,Tony Ann,LOST,2023,,https://open.spotify.com/track/3bagw7W1Q4nsecXdDV5CAx,56,classical
track,Méditation from Thaïs,331933,"Daniel Harding, Jules Massenet, London Symphony Orchestra, Nicola Benedetti",Szymanowski: Violin Concerto No.1,2005,,https://open.spotify.com/track/0XfFRLi9G87t57kqZAzeef,56,classical
track,"Nocturne No. 1 in E Flat Major, H.24",221731,"Elizabeth Joy Roe, John Field",Field: Complete Nocturnes,2016,,https://open.spotify.com/track/4h4py9AzEuUGBTJZO4ifnm,56,classical
track,"Paganini: 24 Caprices, Op. 1: No. 24 in A Minor",268853,"Itzhak Perlman, Niccolò Paganini",Paganini: 24 Caprices,2000,https://p.scdn.co/mp3-preview/484f23bbedb5ae024b2c5e4a06a4f0523bfe5b7d?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/6cC6h5E351deEGFd7Kh9uy,56,classical
track,River Flows in You - Orchestra Version,285251,Yiruma,The Rewritten Memories,2021,,https://open.spotify.com/track/02xd7yuAEiLOF7rt4zlPep,56,classical
track,Sonata No. 42 in D Minor (Arr. Ólafsson),143531,"Domenico Cimarosa, Víkingur Ólafsson",Mozart & Contemporaries,2021,,https://open.spotify.com/track/4tKmydUDl8OIeb7fioEsnl,56,classical
track,"Ständchen in D Minor (After Schubert), S. 560",357746,"Franz Liszt, Lise de la Salle",Liszt,2011,https://p.scdn.co/mp3-preview/ad7da66c6e6b3499b647ebcacb6a92406a0f8b39?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/3GecLjGMqzjmgkvy2v41Wf,56,classical
track,The Lark Ascending,933075,"Andrew Davis, BBC Philharmonic, BBC Symphony Orchestra, Ralph Vaughan Williams, Tasmin Little",Vaughan Williams: The Lark Ascending,2013,https://p.scdn.co/mp3-preview/1dbcc82090698f0eac865ce61c89c52fcc0b6f23?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/4YPPXfCUuKEWvvsnl64BEA,56,classical
track,"""Was mir behagt, ist nur die muntre Jagd"" Cantata, BWV 208: 9. Schafe können sicher weiden (Arr. For Piano Four Hands by Mary Howe)",255266,"Arthur Jussen, Johann Sebastian Bach, Lucas Jussen",Bach,2019,,https://open.spotify.com/track/4JWVkr5jUjylM3hMG5zvXw,55,classical
track,No Role Modelz,292799,J. Cole,2014 Forest Hills Drive,2014,,https://open.spotify.com/track/68Dni7IE4VyPkTOH9mRWHr,89,hip-hop
track,Revenge,120026,XXXTENTACION,17,2017,https://p.scdn.co/mp3-preview/8f5fe8bb510463b2da20325c8600200bf2984d83?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW,87,hip-hop
track,The Real Slim Shady,284200,Eminem,The Marshall Mathers LP,2000,,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR,87,hip-hop
track,Gangsta's Paradise,240693,"Coolio, L.V.",Gangsta's Paradise,1995,https://p.scdn.co/mp3-preview/1454c63a66c27ac745f874d6c113270a9c62d28e?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/1DIXPcTDzTj8ZMHt3PDt8p,86,hip-hop
track,Till I Collapse,297786,"Eminem, Nate Dogg",The Eminem Show,2002,,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS,85,hip-hop
track,Freestyle,162053,Lil Baby,Too Hard,2017,,https://open.spotify.com/track/5BbdKBZO0TH0GhfxUfyhL9,84,hip-hop
track,Flashing Lights,237506,"Dwele, Kanye West",Graduation,2007,,https://open.spotify.com/track/5TRPicyLGbAF2LGBFbHGvO,84,hip-hop
track,God's Plan,198973,Drake,Scorpion,2018,,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,84,hip-hop
